hostname,sy_pnum,st_rad,st_mass
Kepler-280,2,0.856,0.934
Kepler-280,2,0.856,0.934
Kepler-280,2,1.04079,0.95
Kepler-280,2,0.988,NA
Kepler-280,2,0.971,0.962
Kepler-280,2,1.04079,0.95
Kepler-280,2,0.856,0.934
Kepler-280,2,0.886,NA
Kepler-280,2,1.04079,0.95
Kepler-280,2,0.93,0.96
Kepler-280,2,1.08,0.926
Kepler-280,2,1.04079,0.95
Kepler-280,2,0.86,0.957
Kepler-280,2,0.856,0.934
Kepler-280,2,1.08,0.926
Kepler-280,2,0.93,0.96
Kepler-280,2,1.04079,0.95
Kepler-280,2,0.971,0.962
Kepler-280,2,0.886,NA
Kepler-280,2,0.988,NA
Kepler-280,2,1.04079,0.95
Kepler-280,2,0.856,0.934
Kepler-280,2,0.856,0.934
Kepler-281,3,0.884,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,1.293,NA
Kepler-281,3,1.32221,0.95
Kepler-281,3,0.899,NA
Kepler-281,3,0.93,0.95
Kepler-281,3,1.32221,0.95
Kepler-281,3,0.84,0.943
Kepler-281,3,0.884,0.984
Kepler-281,3,1.293,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,1.32221,0.95
Kepler-281,3,1.293,0.984
Kepler-281,3,1.293,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,1.32221,0.95
Kepler-281,3,0.884,0.984
Kepler-281,3,0.93,0.95
Kepler-281,3,0.899,NA
Kepler-281,3,1.293,NA
Kepler-281,3,1.32221,0.95
Kepler-281,3,0.84,0.943
Kepler-281,3,0.884,0.984
Kepler-281,3,1.32221,0.95
Kepler-281,3,1.293,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,1.32221,0.95
Kepler-281,3,1.293,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,0.884,0.984
Kepler-281,3,1.32221,0.95
Kepler-281,3,0.884,0.984
Kepler-281,3,1.293,0.984
Kepler-281,3,0.84,0.943
Kepler-282,4,0.887,0.968
Kepler-282,4,0.904,NA
Kepler-282,4,1.10046,1.06
Kepler-282,4,1.162,NA
Kepler-282,4,0.887,0.968
Kepler-282,4,1.129,0.86
Kepler-282,4,0.89,0.9
Kepler-282,4,1.10046,1.06
Kepler-282,4,0.99,1.082
Kepler-282,4,0.887,0.968
Kepler-282,4,0.872,0.793
Kepler-282,4,0.887,0.968
Kepler-282,4,1.10046,1.06
Kepler-282,4,0.99,1.082
Kepler-282,4,0.872,0.793
Kepler-282,4,0.904,NA
Kepler-282,4,1.10046,1.06
Kepler-282,4,1.129,0.86
Kepler-282,4,0.89,0.9
Kepler-282,4,1.162,NA
Kepler-282,4,0.887,0.968
Kepler-282,4,0.887,0.968
Kepler-282,4,1.129,0.86
Kepler-282,4,0.872,0.793
Kepler-282,4,0.887,0.968
Kepler-282,4,0.99,1.082
Kepler-282,4,0.887,0.968
Kepler-282,4,1.10046,1.06
Kepler-282,4,0.89,0.97
Kepler-282,4,0.887,0.968
Kepler-282,4,0.89,0.9
Kepler-282,4,1.162,NA
Kepler-282,4,1.10046,1.06
Kepler-282,4,1.10046,1.06
Kepler-282,4,0.99,1.082
Kepler-282,4,0.89,0.9
Kepler-282,4,1.10046,1.06
Kepler-282,4,0.89,0.97
Kepler-282,4,1.162,NA
Kepler-282,4,1.10046,1.06
Kepler-282,4,1.129,0.86
Kepler-282,4,0.872,0.793
Kepler-282,4,0.887,0.968
Kepler-282,4,0.887,0.968
Kepler-282,4,0.887,0.968
Kepler-282,4,1.10046,1.06
Kepler-283,2,0.626,0.662
Kepler-283,2,0.631396,0.664
Kepler-283,2,0.72,0.76
Kepler-283,2,0.631396,0.664
Kepler-283,2,0.72,0.76
Kepler-283,2,0.566,NA
Kepler-283,2,0.64,NA
Kepler-283,2,0.582,0.596
Kepler-283,2,0.72,0.76
Kepler-283,2,0.566,0.596
Kepler-283,2,0.631396,0.664
Kepler-283,2,0.6,0.63
Kepler-283,2,0.72,0.76
Kepler-283,2,0.631396,0.664
Kepler-283,2,0.566,NA
Kepler-283,2,0.64,NA
Kepler-283,2,0.582,0.596
Kepler-283,2,0.72,0.76
Kepler-283,2,0.72,0.76
Kepler-283,2,0.566,0.596
Kepler-283,2,0.626,0.662
Kepler-283,2,0.631396,0.664
Kepler-283,2,0.6,0.63
Kepler-283,2,0.631396,0.664
Kepler-283,2,0.72,0.76
Kepler-284,2,0.755,0.766
Kepler-284,2,0.827,0.908
Kepler-284,2,0.882,0.875
Kepler-284,2,0.87,0.91
Kepler-284,2,0.781389,0.93
Kepler-284,2,0.774,NA
Kepler-284,2,0.827,0.908
Kepler-284,2,0.781389,0.93
Kepler-284,2,0.82,0.923
Kepler-284,2,0.781389,0.93
Kepler-284,2,0.814,NA
Kepler-284,2,0.827,0.908
Kepler-284,2,0.755,0.766
Kepler-284,2,0.781389,0.93
Kepler-284,2,0.827,0.908
Kepler-284,2,0.87,0.91
Kepler-284,2,0.814,NA
Kepler-284,2,0.827,0.908
Kepler-284,2,0.882,0.875
Kepler-284,2,0.781389,0.93
Kepler-284,2,0.781389,0.93
Kepler-284,2,0.827,0.908
Kepler-284,2,0.82,0.923
Kepler-284,2,0.774,NA
Kepler-285,2,0.859,NA
Kepler-285,2,0.846,0.915
Kepler-285,2,0.878,0.817
Kepler-285,2,0.865843,0.91
Kepler-285,2,0.808,NA
Kepler-285,2,0.801,0.895
Kepler-285,2,0.81,0.85
Kepler-285,2,0.801,0.895
Kepler-285,2,0.76,0.865
Kepler-285,2,0.801,0.895
Kepler-285,2,0.865843,0.91
Kepler-285,2,0.865843,0.91
Kepler-285,2,0.801,0.895
Kepler-285,2,0.846,0.915
Kepler-285,2,0.808,NA
Kepler-285,2,0.859,NA
Kepler-285,2,0.801,0.895
Kepler-285,2,0.878,0.817
Kepler-285,2,0.81,0.85
Kepler-285,2,0.76,0.865
Kepler-285,2,0.801,0.895
Kepler-285,2,0.865843,0.91
Kepler-286,4,0.881,NA
Kepler-286,4,0.93,1.03
Kepler-286,4,0.856,0.83
Kepler-286,4,0.908,0.996
Kepler-286,4,0.908,0.996
Kepler-286,4,0.863,NA
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.908,0.996
Kepler-286,4,0.829,0.8
Kepler-286,4,0.91,0.96
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.93,1.03
Kepler-286,4,0.881,NA
Kepler-286,4,0.908,0.996
Kepler-286,4,0.829,0.8
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.856,0.83
Kepler-286,4,0.91,0.96
Kepler-286,4,0.908,0.996
Kepler-286,4,0.863,NA
Kepler-286,4,0.908,0.996
Kepler-286,4,0.863,NA
Kepler-286,4,0.93,1.03
Kepler-286,4,0.856,0.83
Kepler-286,4,0.908,0.996
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.908,0.996
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.881,NA
Kepler-286,4,0.91,0.96
Kepler-286,4,0.829,0.8
Kepler-286,4,0.908,0.996
Kepler-286,4,0.908,0.996
Kepler-286,4,0.908,0.996
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.93,1.03
Kepler-286,4,0.881,NA
Kepler-286,4,0.863,NA
Kepler-286,4,0.829,0.8
Kepler-286,4,0.929313,0.99
Kepler-286,4,0.91,0.96
Kepler-286,4,0.908,0.996
Kepler-286,4,0.856,0.83
Kepler-287,2,0.905,0.963
Kepler-287,2,0.94821,0.96
Kepler-287,2,1.032,NA
Kepler-287,2,0.906,0.963
Kepler-287,2,0.94821,0.96
Kepler-287,2,0.94821,0.96
Kepler-287,2,0.922,NA
Kepler-287,2,1.071,0.926
Kepler-287,2,1.012,0.947
Kepler-287,2,0.95,0.97
Kepler-287,2,1,0.93
Kepler-287,2,1.012,0.947
Kepler-287,2,1.012,0.947
Kepler-287,2,0.94821,0.96
Kepler-287,2,0.95,0.97
Kepler-287,2,1.012,0.947
Kepler-287,2,1,0.93
Kepler-287,2,0.905,0.963
Kepler-287,2,0.906,0.963
Kepler-287,2,1.071,0.926
Kepler-287,2,1.012,0.947
Kepler-287,2,0.922,NA
Kepler-287,2,0.94821,0.96
Kepler-287,2,1.032,NA
Kepler-287,2,1.012,0.947
Kepler-288,3,1.068,0.931
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.02,1.03
Kepler-288,3,1.07,NA
Kepler-288,3,1.068,0.931
Kepler-288,3,1.068,0.931
Kepler-288,3,1.091,NA
Kepler-288,3,1.15,1.08
Kepler-288,3,1.039,0.842
Kepler-288,3,1.522,1.04
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.091,NA
Kepler-288,3,1.068,0.931
Kepler-288,3,1.068,0.931
Kepler-288,3,1.039,0.842
Kepler-288,3,1.02,1.03
Kepler-288,3,1.15,1.08
Kepler-288,3,1.068,0.931
Kepler-288,3,1.522,1.04
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.07,NA
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.15,1.08
Kepler-288,3,1.02,1.03
Kepler-288,3,1.068,0.931
Kepler-288,3,1.068,0.931
Kepler-288,3,1.039,0.842
Kepler-288,3,1.07,NA
Kepler-288,3,1.068,0.931
Kepler-288,3,1.10538,1.01
Kepler-288,3,1.091,NA
Kepler-288,3,1.522,1.04
Kepler-289,4,1.598,1.158
Kepler-289,4,1,1.08
Kepler-289,4,1.162,NA
Kepler-289,4,1.115,0.998
Kepler-289,4,1.01,NA
Kepler-289,4,1.64,1.17
Kepler-289,4,1.598,1.158
Kepler-289,4,1.0645,1.1
Kepler-289,4,1.0645,1.1
Kepler-289,4,0.985,1.061
Kepler-289,4,1.598,1.158
Kepler-289,4,1,1.08
Kepler-289,4,1.13,1.08
Kepler-289,4,1.0645,1.1
Kepler-289,4,0.994,1.061
Kepler-289,4,1,1.08
Kepler-289,4,1.64,1.17
Kepler-289,4,0.985,1.061
Kepler-289,4,1.598,1.158
Kepler-289,4,1,1.08
Kepler-289,4,1.01,NA
Kepler-289,4,1.0645,NA
Kepler-289,4,1.0645,1.1
Kepler-289,4,0.994,1.061
Kepler-289,4,1.598,1.158
Kepler-289,4,1.598,1.158
Kepler-289,4,1.46,1.35
Kepler-289,4,1.115,0.998
Kepler-289,4,1.162,NA
Kepler-289,4,1.0645,1.1
Kepler-289,4,1.13,1.08
Kepler-289,4,1,1.08
Kepler-289,4,1,1.08
Kepler-289,4,1.115,0.998
Kepler-289,4,1.0645,1.1
Kepler-289,4,0.985,1.061
Kepler-29,2,0.748,NA
Kepler-29,2,0.932,0.979
Kepler-29,2,0.872,0.97
Kepler-29,2,0.872,0.97
Kepler-29,2,0.87,0.968
Kepler-29,2,0.732,0.761
Kepler-29,2,0.732,0.761
Kepler-29,2,0.96,1
Kepler-29,2,0.824495,0.93
Kepler-29,2,0.824495,0.93
Kepler-29,2,0.824495,0.93
Kepler-29,2,0.92,1.028
Kepler-29,2,0.872,0.97
Kepler-29,2,0.87,0.968
Kepler-29,2,0.932,0.979
Kepler-29,2,0.872,0.97
Kepler-29,2,0.748,NA
Kepler-29,2,0.92,1.028
Kepler-29,2,0.96,1
Kepler-29,2,0.872,0.97
Kepler-29,2,0.824495,0.93
Kepler-29,2,0.732,0.761
Kepler-29,2,0.824495,0.93
Kepler-29,2,0.732,0.761
Kepler-29,2,0.872,0.97
Kepler-29,2,0.824495,0.93
Kepler-290,3,0.712326,0.8
Kepler-290,3,0.696,0.756
Kepler-290,3,0.755,0.84
Kepler-290,3,0.712326,0.8
Kepler-290,3,0.759,0.848
Kepler-290,3,0.7,0.798
Kepler-290,3,0.75,0.79
Kepler-290,3,0.712326,0.8
Kepler-290,3,0.759,0.848
Kepler-290,3,0.709,NA
Kepler-290,3,0.759,0.848
Kepler-290,3,0.743,NA
Kepler-290,3,0.709,NA
Kepler-290,3,0.7,0.798
Kepler-290,3,0.743,NA
Kepler-290,3,0.712326,0.8
Kepler-290,3,0.696,0.756
Kepler-290,3,0.75,0.79
Kepler-290,3,0.712326,0.8
Kepler-290,3,0.759,0.848
Kepler-290,3,0.712326,0.8
Kepler-290,3,0.755,0.84
Kepler-290,3,0.759,0.848
Kepler-290,3,0.759,0.848
Kepler-290,3,0.759,0.848
Kepler-290,3,0.759,0.848
Kepler-290,3,0.7,0.798
Kepler-290,3,0.759,0.848
Kepler-290,3,0.696,0.756
Kepler-290,3,0.755,0.84
Kepler-290,3,0.755,0.84
Kepler-290,3,0.712326,0.8
Kepler-291,2,0.986,1.093
Kepler-291,2,1.184,1.023
Kepler-291,2,1.234,NA
Kepler-291,2,0.986,1.093
Kepler-291,2,0.986,1.093
Kepler-291,2,1.20351,0.96
Kepler-291,2,0.986,1.093
Kepler-291,2,1.016,NA
Kepler-291,2,0.87,0.9
Kepler-291,2,0.91,1.01
Kepler-291,2,1.20351,0.96
Kepler-291,2,0.986,1.093
Kepler-291,2,1.234,NA
Kepler-291,2,1.184,1.023
Kepler-291,2,0.986,1.093
Kepler-291,2,1.20351,0.96
Kepler-291,2,1.20351,0.96
Kepler-291,2,0.87,0.9
Kepler-291,2,0.91,1.01
Kepler-291,2,0.986,1.093
Kepler-291,2,0.986,1.093
Kepler-291,2,1.016,NA
Kepler-292,5,0.81,0.85
Kepler-292,5,0.83,NA
Kepler-292,5,0.813,0.865
Kepler-292,5,0.915,0.921
Kepler-292,5,0.88,0.834
Kepler-292,5,0.826,NA
Kepler-292,5,0.808,0.821
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.915,0.921
Kepler-292,5,0.915,0.921
Kepler-292,5,0.88,0.834
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.826,NA
Kepler-292,5,0.81,0.85
Kepler-292,5,0.813,0.865
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.83,NA
Kepler-292,5,0.808,0.821
Kepler-292,5,0.915,0.921
Kepler-292,5,0.915,0.921
Kepler-292,5,0.915,0.921
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.915,0.921
Kepler-292,5,0.808,0.821
Kepler-292,5,0.88,0.834
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.81,0.85
Kepler-292,5,0.915,0.921
Kepler-292,5,0.915,0.921
Kepler-292,5,0.83,NA
Kepler-292,5,0.813,0.865
Kepler-292,5,0.826,NA
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.915,0.921
Kepler-292,5,0.808,0.821
Kepler-292,5,0.915,0.921
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.88,0.834
Kepler-292,5,0.83,NA
Kepler-292,5,0.915,0.921
Kepler-292,5,0.813,0.865
Kepler-292,5,0.826,NA
Kepler-292,5,0.81,0.85
Kepler-292,5,0.88,0.834
Kepler-292,5,0.81,0.85
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.826,NA
Kepler-292,5,0.915,0.921
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.838226,0.88
Kepler-292,5,0.915,0.921
Kepler-292,5,0.813,0.865
Kepler-292,5,0.83,NA
Kepler-292,5,0.915,0.921
Kepler-292,5,0.808,0.821
Kepler-293,2,0.92,0.94
Kepler-293,2,0.851,NA
Kepler-293,2,0.957,NA
Kepler-293,2,0.941,1.038
Kepler-293,2,0.85,0.953
Kepler-293,2,0.941,1.038
Kepler-293,2,0.941,1.038
Kepler-293,2,0.870183,0.94
Kepler-293,2,0.870183,0.94
Kepler-293,2,0.941,1.038
Kepler-293,2,0.870183,0.94
Kepler-293,2,0.833,0.934
Kepler-293,2,0.870183,0.94
Kepler-293,2,0.870183,0.94
Kepler-293,2,0.833,0.934
Kepler-293,2,0.85,0.953
Kepler-293,2,0.941,1.038
Kepler-293,2,0.957,NA
Kepler-293,2,0.92,0.94
Kepler-293,2,0.851,NA
Kepler-293,2,0.870183,0.94
Kepler-293,2,0.941,1.038
Kepler-293,2,0.941,1.038
Kepler-293,2,0.941,1.038
Kepler-294,2,0.94,1.032
Kepler-294,2,0.94,1.032
Kepler-294,2,0.935,NA
Kepler-294,2,0.908,0.947
Kepler-294,2,0.93,0.95
Kepler-294,2,0.903,1.006
Kepler-294,2,0.943307,0.95
Kepler-294,2,0.89,0.994
Kepler-294,2,0.94,1.032
Kepler-294,2,0.943307,0.95
Kepler-294,2,0.976,NA
Kepler-294,2,0.935,NA
Kepler-294,2,0.943307,0.95
Kepler-294,2,0.943307,0.95
Kepler-294,2,0.908,0.947
Kepler-294,2,0.93,0.95
Kepler-294,2,0.976,NA
Kepler-294,2,0.94,1.032
Kepler-294,2,0.94,1.032
Kepler-294,2,0.94,1.032
Kepler-294,2,0.903,1.006
Kepler-294,2,0.943307,0.95
Kepler-294,2,0.89,0.994
Kepler-295,3,0.886,0.8
Kepler-295,3,2.361,NA
Kepler-295,3,0.86,0.89
Kepler-295,3,0.886,0.8
Kepler-295,3,2.38169,NA
Kepler-295,3,2.271,1.128
Kepler-295,3,0.886,0.8
Kepler-295,3,0.94,0.885
Kepler-295,3,0.886,0.8
Kepler-295,3,0.898,NA
Kepler-295,3,2.38169,NA
Kepler-295,3,2.38169,NA
Kepler-295,3,0.886,0.8
Kepler-295,3,0.898,NA
Kepler-295,3,0.94,0.885
Kepler-295,3,2.38169,NA
Kepler-295,3,2.271,1.128
Kepler-295,3,0.886,0.8
Kepler-295,3,0.86,0.89
Kepler-295,3,2.38169,NA
Kepler-295,3,0.886,0.8
Kepler-295,3,2.361,NA
Kepler-295,3,0.886,0.8
Kepler-295,3,2.361,NA
Kepler-295,3,0.886,0.8
Kepler-295,3,2.38169,NA
Kepler-295,3,2.38169,NA
Kepler-295,3,2.38169,NA
Kepler-295,3,0.898,NA
Kepler-295,3,0.94,0.885
Kepler-295,3,2.38169,NA
Kepler-295,3,2.38169,NA
Kepler-295,3,2.38169,NA
Kepler-295,3,0.86,0.89
Kepler-295,3,2.271,1.128
Kepler-296,5,NA,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,0.383,0.394
Kepler-296,5,NA,NA
Kepler-296,5,0.5,0.516
Kepler-296,5,0.37,0.38
Kepler-296,5,0.557,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,0.452,0.476
Kepler-296,5,0.22,0.211
Kepler-296,5,0.37,0.38
Kepler-296,5,0.595,0.626
Kepler-296,5,0.37,0.38
Kepler-296,5,0.48,0.498
Kepler-296,5,0.452,0.476
Kepler-296,5,NA,NA
Kepler-296,5,0.5,0.516
Kepler-296,5,0.48,0.498
Kepler-296,5,0.595,0.626
Kepler-296,5,0.37,0.38
Kepler-296,5,NA,NA
Kepler-296,5,NA,NA
Kepler-296,5,0.557,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,0.383,0.394
Kepler-296,5,0.22,0.211
Kepler-296,5,0.37,0.38
Kepler-296,5,0.37,0.38
Kepler-296,5,0.37,0.38
Kepler-296,5,0.5,0.516
Kepler-296,5,NA,NA
Kepler-296,5,0.383,0.394
Kepler-296,5,0.37,0.38
Kepler-296,5,0.452,0.476
Kepler-296,5,0.37,0.38
Kepler-296,5,0.37,0.38
Kepler-296,5,0.48,0.498
Kepler-296,5,0.557,NA
Kepler-296,5,0.595,0.626
Kepler-296,5,0.37,0.38
Kepler-296,5,NA,NA
Kepler-296,5,0.22,0.211
Kepler-296,5,0.37,0.38
Kepler-296,5,NA,NA
Kepler-296,5,NA,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,0.5,0.516
Kepler-296,5,NA,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,0.595,0.626
Kepler-296,5,0.426,0.454
Kepler-296,5,0.383,0.394
Kepler-296,5,0.37,0.38
Kepler-296,5,NA,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,0.557,NA
Kepler-296,5,0.48,0.498
Kepler-296,5,0.48,0.498
Kepler-296,5,0.595,0.626
Kepler-296,5,0.5,0.516
Kepler-296,5,0.37,0.38
Kepler-296,5,0.37,0.38
Kepler-296,5,0.557,NA
Kepler-296,5,0.383,0.394
Kepler-296,5,0.37,0.38
Kepler-296,5,NA,NA
Kepler-296,5,0.37,0.38
Kepler-296,5,NA,NA
Kepler-296,5,0.426,0.454
Kepler-297,3,0.888,NA
Kepler-297,3,1.04,1.07
Kepler-297,3,0.875,0.927
Kepler-297,3,0.891882,1.04
Kepler-297,3,0.897,0.846
Kepler-297,3,0.915,NA
Kepler-297,3,1.04,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,0.891882,1.04
Kepler-297,3,0.95,0.98
Kepler-297,3,1.04,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,0.875,0.927
Kepler-297,3,0.888,NA
Kepler-297,3,1.04,1.07
Kepler-297,3,0.897,0.846
Kepler-297,3,0.891882,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,0.891882,1.04
Kepler-297,3,0.95,0.98
Kepler-297,3,1.04,1.04
Kepler-297,3,0.915,NA
Kepler-297,3,1.04,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,0.875,0.927
Kepler-297,3,0.891882,1.04
Kepler-297,3,0.891882,1.04
Kepler-297,3,1.04,1.04
Kepler-297,3,1.04,1.07
Kepler-297,3,0.897,0.846
Kepler-297,3,0.897,0.846
Kepler-298,3,0.652,0.668
Kepler-298,3,0.635,0.66
Kepler-298,3,0.65,0.69
Kepler-298,3,0.582,NA
Kepler-298,3,0.675,NA
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.611,0.662
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.652,0.668
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.652,0.668
Kepler-298,3,0.652,0.668
Kepler-298,3,0.65,0.69
Kepler-298,3,0.652,0.668
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.611,0.662
Kepler-298,3,0.582,NA
Kepler-298,3,0.675,NA
Kepler-298,3,0.635,0.66
Kepler-298,3,0.652,0.668
Kepler-298,3,0.652,0.668
Kepler-298,3,0.635,0.66
Kepler-298,3,0.582,NA
Kepler-298,3,0.652,0.668
Kepler-298,3,0.652,0.668
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.675,NA
Kepler-298,3,0.65,0.69
Kepler-298,3,0.692471,0.72
Kepler-298,3,0.611,0.662
Kepler-299,4,1.032,NA
Kepler-299,4,0.916,1.008
Kepler-299,4,0.973,1.004
Kepler-299,4,0.96,0.95
Kepler-299,4,0.916,1.008
Kepler-299,4,0.999,0.903
Kepler-299,4,0.999357,1
Kepler-299,4,0.916,1.008
Kepler-299,4,0.999,NA
Kepler-299,4,0.9,1.001
Kepler-299,4,0.999357,1
Kepler-299,4,0.916,1.008
Kepler-299,4,0.916,1.008
Kepler-299,4,0.9,1.001
Kepler-299,4,1.032,NA
Kepler-299,4,0.96,0.95
Kepler-299,4,0.999357,1
Kepler-299,4,0.999,NA
Kepler-299,4,0.973,1.004
Kepler-299,4,0.916,1.008
Kepler-299,4,0.999,0.903
Kepler-299,4,0.999357,1
Kepler-299,4,0.999357,1
Kepler-299,4,0.96,0.95
Kepler-299,4,0.916,1.008
Kepler-299,4,1.032,NA
Kepler-299,4,0.999,NA
Kepler-299,4,0.999357,1
Kepler-299,4,0.999,0.903
Kepler-299,4,0.916,1.008
Kepler-299,4,0.9,1.001
Kepler-299,4,0.916,1.008
Kepler-299,4,0.973,1.004
Kepler-299,4,1.032,NA
Kepler-299,4,0.999357,1
Kepler-299,4,0.973,1.004
Kepler-299,4,0.999357,1
Kepler-299,4,0.916,1.008
Kepler-299,4,0.999,NA
Kepler-299,4,0.916,1.008
Kepler-299,4,0.916,1.008
Kepler-299,4,0.9,1.001
Kepler-299,4,0.999,0.903
Kepler-299,4,0.96,0.95
Kepler-299,4,0.999357,1
Kepler-30,3,0.867,0.986
Kepler-30,3,1.01222,0.83
Kepler-30,3,0.836,NA
Kepler-30,3,1.01222,0.83
Kepler-30,3,0.94,0.969
Kepler-30,3,0.819,0.945
Kepler-30,3,0.867,0.986
Kepler-30,3,0.95,0.99
Kepler-30,3,NA,1
Kepler-30,3,0.867,0.99
Kepler-30,3,0.95,0.99
Kepler-30,3,1.01222,0.83
Kepler-30,3,0.867,0.986
Kepler-30,3,0.867,0.986
Kepler-30,3,0.86,0.95
Kepler-30,3,0.836,NA
Kepler-30,3,1.01222,0.83
Kepler-30,3,0.95,0.99
Kepler-30,3,0.94,0.969
Kepler-30,3,0.95,0.99
Kepler-30,3,0.819,0.945
Kepler-30,3,0.867,0.986
Kepler-30,3,0.867,0.986
Kepler-30,3,0.867,0.99
Kepler-30,3,NA,1
Kepler-30,3,0.867,0.986
Kepler-30,3,1.01222,0.83
Kepler-30,3,1.01222,0.83
Kepler-30,3,0.95,0.99
Kepler-30,3,0.819,0.945
Kepler-30,3,0.867,0.986
Kepler-30,3,0.94,0.969
Kepler-30,3,0.95,0.99
Kepler-30,3,0.867,0.986
Kepler-30,3,0.86,0.95
Kepler-30,3,0.836,NA
Kepler-30,3,0.867,0.986
Kepler-300,2,0.881,0.97
Kepler-300,2,1.1,1.07
Kepler-300,2,0.93,1.035
Kepler-300,2,0.9,NA
Kepler-300,2,1.42226,1.07
Kepler-300,2,0.881,0.97
Kepler-300,2,1.42226,1.07
Kepler-300,2,0.881,0.97
Kepler-300,2,0.881,0.97
Kepler-300,2,1.404,NA
Kepler-300,2,1.42226,1.07
Kepler-300,2,1.404,NA
Kepler-300,2,0.881,0.97
Kepler-300,2,1.42226,1.07
Kepler-300,2,0.9,NA
Kepler-300,2,0.881,0.97
Kepler-300,2,0.93,1.035
Kepler-300,2,1.42226,1.07
Kepler-300,2,1.42226,1.07
Kepler-300,2,1.1,1.07
Kepler-300,2,0.881,0.97
Kepler-300,2,0.881,0.97
Kepler-301,3,0.881,0.944
Kepler-301,3,0.94,1.022
Kepler-301,3,0.959718,1
Kepler-301,3,0.881,0.944
Kepler-301,3,0.881,0.944
Kepler-301,3,0.881,0.944
Kepler-301,3,0.955,NA
Kepler-301,3,0.9,NA
Kepler-301,3,0.959718,1
Kepler-301,3,0.9,0.97
Kepler-301,3,0.96,0.98
Kepler-301,3,0.959718,1
Kepler-301,3,0.881,0.944
Kepler-301,3,0.94,1.022
Kepler-301,3,0.9,NA
Kepler-301,3,0.881,0.944
Kepler-301,3,0.955,NA
Kepler-301,3,0.96,0.98
Kepler-301,3,0.881,0.944
Kepler-301,3,0.9,0.97
Kepler-301,3,0.881,0.944
Kepler-301,3,0.959718,1
Kepler-301,3,0.959718,1
Kepler-301,3,0.9,0.97
Kepler-301,3,0.881,0.944
Kepler-301,3,0.96,0.98
Kepler-301,3,0.955,NA
Kepler-301,3,0.959718,1
Kepler-301,3,0.9,NA
Kepler-301,3,0.959718,1
Kepler-301,3,0.881,0.944
Kepler-301,3,0.881,0.944
Kepler-301,3,0.881,0.944
Kepler-301,3,0.94,1.022
Kepler-302,2,0.883,0.966
Kepler-302,2,1.06452,1.03
Kepler-302,2,0.883,0.966
Kepler-302,2,0.92,1.021
Kepler-302,2,1.06452,1.03
Kepler-302,2,0.883,0.966
Kepler-302,2,1.183,0.974
Kepler-302,2,1.22,NA
Kepler-302,2,1.11,1.02
Kepler-302,2,1.08,NA
Kepler-302,2,1.06452,1.03
Kepler-302,2,1.048,1.021
Kepler-302,2,0.883,0.966
Kepler-302,2,1.06452,1.03
Kepler-302,2,1.183,0.974
Kepler-302,2,1.22,NA
Kepler-302,2,1.11,1.02
